Date,Ingredients,Quantity Sold,Expiry Date,Promotion
2024-01-22,"Cinnamon, Cream, Coffee Beans, Orange",463,2024-02-21,New Year Sale
2024-01-23,"Beans, Cheese",252,2024-02-22,Loyalty Discount
2024-01-24,Tea,53,2024-02-23,New Year Sale
2024-01-25,"Almond Milk, Butter, Fruits, Cream",255,2024-02-08,Flash Sale
2024-01-26,"Cream, Green Tea",338,2024-02-25,Bundle Deal
2024-01-27,"Tea, Butter, Flour",354,2024-03-27,Buy 1 Get 1
2024-01-28,"Green Tea, Tortilla, Butter",251,2024-02-27,Seasonal Offer
2024-01-29,"Milk, Lemon, Tea, Cream",185,2024-02-28,New Year Sale
2024-01-30,"Chocolate, Berries",448,2024-03-30,New Year Sale
2024-01-31,"Lemon, Mint, Spices",255,2024-03-31,Seasonal Offer
2024-02-01,"Spices, Beans",488,2024-04-01,Free Shipping
2024-02-02,"Lemon, Berries",473,2024-02-09,Flash Sale
2024-02-03,"Butter, Cardamom, Flour",445,2024-04-03,5% Off
2024-02-04,"Cream, Green Tea",56,2024-03-05,Buy 1 Get 1
2024-02-05,"Berries, Tortilla",303,2024-02-20,Seasonal Offer
2024-02-06,"Butter, Beans, Tortilla",424,2024-03-07,Buy 1 Get 1
2024-02-07,"Tomato Sauce, Pineapple",136,2024-03-08,50% Off Clearance
2024-02-08,"Orange, Nuts, Tortilla",299,2024-04-08,Loyalty Discount
2024-02-09,"Green Tea, Fruits, Cheese, Nuts",334,2024-04-09,Loyalty Discount
2024-02-10,"Eggs, Vanilla, Brownie, Coffee Beans",53,2024-04-10,Free Shipping
2024-02-11,"Tortilla, Vanilla, Tea, Butter",363,2024-04-11,5% Off
2024-02-12,"Chocolate, Cheese, Tomato Sauce",357,2024-04-12,10% Off
2024-02-13,"Green Tea, Berries",51,2024-03-14,Flash Sale
2024-02-14,"Cream, Beans",161,2024-03-15,5% Off
2024-02-15,"Spices, Brownie, Cream, Milk",402,2024-04-15,Flash Sale
2024-02-16,"Cardamom, Tortilla",266,2024-03-17,Bundle Deal
2024-02-17,"Tea, Flour",247,2024-04-17,Buy 1 Get 1
2024-02-18,Tea,379,2024-03-19,Bundle Deal
2024-02-19,"Almond Milk, Fruits, Chocolate, Milk",451,2024-04-19,50% Off Clearance
2024-02-20,Fruits,145,2024-02-27,Seasonal Offer
2024-02-21,"Green Tea, Vanilla, Cinnamon, Lemon",438,2024-04-21,New Year Sale
2024-02-22,"Nuts, Chocolate, Berries",269,2024-04-22,Free Shipping
2024-02-23,Pasta Sauce,380,2024-03-24,10% Off
2024-02-24,Pasta Sauce,350,2024-03-25,Loyalty Discount
2024-02-25,"Tea, Fruits",278,2024-03-26,Loyalty Discount
2024-02-26,Beans,184,2024-03-27,50% Off Clearance
2024-02-27,Chocolate,176,2024-04-27,Bundle Deal
2024-02-28,Sugar,440,2024-04-28,Bundle Deal
2024-02-29,Berries,407,2024-03-07,Loyalty Discount
2024-03-01,"Butter, Pasta Sauce",435,2024-03-31,Loyalty Discount
2024-03-02,Beans,95,2024-04-01,Seasonal Offer
2024-03-03,Sugar,185,2024-05-02,Flash Sale
2024-03-04,Spices,405,2024-05-03,Flash Sale
2024-03-05,"Berries, Tea",64,2024-04-04,50% Off Clearance
2024-03-06,"Lemon, Tortilla, Cheese, Tea",294,2024-04-05,Bundle Deal
2024-03-07,"Spices, Sugar, Tortilla, Vanilla",235,2024-05-06,10% Off
2024-03-08,"Tortilla, Brownie",496,2024-03-23,Loyalty Discount
2024-03-09,Pineapple,322,2024-03-16,Buy 1 Get 1
2024-03-10,Cinnamon,341,2024-04-09,Seasonal Offer
2024-03-11,Brownie,319,2024-03-21,Seasonal Offer
2024-03-12,"Cardamom, Fruits, Green Tea, Flour",87,2024-05-11,New Year Sale
2024-03-13,Tortilla,125,2024-03-28,5% Off
2024-03-14,Berries,265,2024-03-21,Flash Sale
2024-03-15,Ice Cream,492,2024-04-14,50% Off Clearance
2024-03-16,"Mint, Chocolate, Cardamom",57,2024-05-15,50% Off Clearance
2024-03-17,"Pasta Sauce, Vanilla, Cardamom, Tea",420,2024-05-16,Flash Sale
2024-03-18,"Flour, Herbal Leaves",245,2024-05-17,Loyalty Discount
2024-03-19,"Berries, Chocolate, Cardamom, Cinnamon",303,2024-05-18,Buy 1 Get 1
2024-03-20,"Vegetables, Spices, Orange, Vanilla",299,2024-05-19,50% Off Clearance
2024-03-21,"Lemon, Vanilla, Tortilla",409,2024-05-20,Loyalty Discount
2024-03-22,"Spices, Brownie, Eggs",418,2024-05-21,50% Off Clearance
2024-03-23,"Vegetables, Pineapple, Berries, Tea",112,2024-04-22,Flash Sale
2024-03-24,"Flour, Brownie",239,2024-05-23,5% Off
2024-03-25,"Beans, Cheese",314,2024-04-24,New Year Sale
2024-03-26,"Chocolate, Berries",217,2024-05-25,Buy 1 Get 1
2024-03-27,"Lemon, Almond Milk, Mint",168,2024-04-10,5% Off
2024-03-28,Tea,402,2024-04-27,Seasonal Offer
2024-03-29,Chocolate,73,2024-05-28,10% Off
2024-03-30,"Berries, Coffee Beans, Pineapple",61,2024-04-29,Free Shipping
2024-03-31,Nuts,71,2024-05-30,Buy 1 Get 1
2024-04-01,Vanilla,124,2024-05-31,50% Off Clearance
2024-04-02,"Cream, Pineapple, Beans, Sugar",348,2024-06-01,Loyalty Discount
2024-04-03,"Orange, Vanilla, Cream",439,2024-06-02,10% Off
2024-04-04,"Pasta Sauce, Vegetables, Flour, Eggs",248,2024-06-03,10% Off
2024-04-05,Cardamom,81,2024-05-05,50% Off Clearance
2024-04-06,Nuts,458,2024-06-05,Bundle Deal
2024-04-07,"Milk, Nuts",67,2024-06-06,50% Off Clearance
2024-04-08,Milk,399,2024-04-15,Loyalty Discount
2024-04-09,Pasta Sauce,458,2024-05-09,10% Off
2024-04-10,"Butter, Cream, Cinnamon, Herbal Leaves",360,2024-05-10,Bundle Deal
2024-04-11,"Mint, Berries, Coffee Beans",450,2024-05-11,10% Off
2024-04-12,"Almond Milk, Pineapple, Ice Cream",473,2024-05-12,Loyalty Discount
2024-04-13,Flour,122,2024-06-12,Seasonal Offer
2024-04-14,"Tea, Vanilla",235,2024-06-13,New Year Sale
2024-04-15,"Spices, Beans, Vegetables, Eggs",167,2024-06-14,Free Shipping
2024-04-16,"Pasta Sauce, Pineapple, Orange, Cinnamon",383,2024-05-16,50% Off Clearance
2024-04-17,"Milk, Cardamom",471,2024-05-17,Free Shipping
2024-04-18,"Flour, Tortilla",479,2024-06-17,Flash Sale
2024-04-19,Tortilla,227,2024-05-04,New Year Sale
2024-04-20,"Cardamom, Pasta Sauce",132,2024-05-20,Flash Sale
2024-04-21,"Pasta Sauce, Chocolate",131,2024-06-20,New Year Sale
2024-04-22,"Tea, Nuts",336,2024-06-21,Bundle Deal
2024-04-23,Fruits,265,2024-04-30,10% Off
2024-04-24,Vegetables,178,2024-05-01,10% Off
2024-04-25,"Pasta Sauce, Flour",73,2024-06-24,50% Off Clearance
2024-04-26,Milk,397,2024-05-03,5% Off
2024-04-27,"Vanilla, Nuts, Coffee Beans",126,2024-06-26,Bundle Deal
2024-04-28,"Tea, Almond Milk, Orange",91,2024-05-28,New Year Sale
2024-04-29,"Sugar, Butter, Tea",100,2024-06-28,5% Off
2024-04-30,"Milk, Cheese, Orange, Fruits",259,2024-05-14,Seasonal Offer
2024-05-01,"Spices, Cardamom",450,2024-06-30,50% Off Clearance
2024-05-02,"Tomato Sauce, Almond Milk, Fruits",230,2024-06-01,Bundle Deal
2024-05-03,Green Tea,120,2024-06-02,Loyalty Discount
2024-05-04,"Milk, Pasta Sauce",300,2024-06-03,Flash Sale
2024-05-05,"Sugar, Mint",93,2024-07-04,Bundle Deal
2024-05-06,Orange,92,2024-05-13,New Year Sale
2024-05-07,"Tortilla, Milk",361,2024-05-22,5% Off
2024-05-08,Pineapple,437,2024-05-15,5% Off
2024-05-09,"Pasta Sauce, Pineapple, Herbal Leaves",178,2024-06-08,Buy 1 Get 1
2024-05-10,"Green Tea, Beans",399,2024-06-09,Flash Sale
2024-05-11,Cheese,260,2024-05-25,Loyalty Discount
2024-05-12,Milk,81,2024-05-19,Loyalty Discount
2024-05-13,Cinnamon,243,2024-06-12,5% Off
2024-05-14,Spices,325,2024-07-13,50% Off Clearance
2024-05-15,Chocolate,204,2024-07-14,Buy 1 Get 1
2024-05-16,"Milk, Lemon",250,2024-05-23,Seasonal Offer
2024-05-17,"Chocolate, Herbal Leaves, Brownie",209,2024-07-16,Seasonal Offer
2024-05-18,Pineapple,354,2024-05-25,Bundle Deal
2024-05-19,Eggs,428,2024-06-02,Seasonal Offer
2024-05-20,"Beans, Fruits, Pineapple",116,2024-06-19,10% Off
2024-05-21,Brownie,395,2024-05-31,Loyalty Discount
2024-05-22,"Green Tea, Herbal Leaves",498,2024-06-21,New Year Sale
2024-05-23,Beans,405,2024-06-22,50% Off Clearance
2024-05-24,Cheese,413,2024-06-07,Loyalty Discount
2024-05-25,Mint,127,2024-06-01,Free Shipping
2024-05-26,"Orange, Nuts, Pasta Sauce",465,2024-07-25,50% Off Clearance
2024-05-27,"Cinnamon, Berries",290,2024-06-26,Buy 1 Get 1
2024-05-28,"Nuts, Pineapple, Eggs, Vegetables",449,2024-07-27,Flash Sale
2024-05-29,"Tea, Beans",479,2024-06-28,Loyalty Discount
2024-05-30,"Berries, Cinnamon, Beans, Lemon",430,2024-06-29,Free Shipping
2024-05-31,Flour,155,2024-07-30,Bundle Deal
2024-06-01,"Sugar, Pasta Sauce",451,2024-07-31,Flash Sale
2024-06-02,"Vanilla, Butter",203,2024-08-01,50% Off Clearance
2024-06-03,"Almond Milk, Pasta Sauce, Tomato Sauce, Lemon",85,2024-07-03,Flash Sale
2024-06-04,"Orange, Pineapple, Cinnamon",102,2024-07-04,5% Off
2024-06-05,"Tomato Sauce, Milk",251,2024-07-05,New Year Sale
2024-06-06,Almond Milk,86,2024-06-20,10% Off
2024-06-07,"Tomato Sauce, Lemon, Butter",427,2024-07-07,50% Off Clearance
2024-06-08,Vegetables,131,2024-06-15,Flash Sale
2024-06-09,"Cream, Lemon, Flour",356,2024-08-08,New Year Sale
2024-06-10,Eggs,151,2024-06-24,Buy 1 Get 1
2024-06-11,"Eggs, Cream",130,2024-06-25,New Year Sale
2024-06-12,"Lemon, Flour",362,2024-08-11,Loyalty Discount
2024-06-13,Fruits,179,2024-06-20,5% Off
2024-06-14,Cheese,187,2024-06-28,Loyalty Discount
2024-06-15,"Green Tea, Fruits",291,2024-07-15,New Year Sale
2024-06-16,"Tea, Coffee Beans",83,2024-07-16,5% Off
2024-06-17,"Tomato Sauce, Sugar",202,2024-08-16,Flash Sale
2024-06-18,"Pasta Sauce, Herbal Leaves, Butter",452,2024-07-18,50% Off Clearance
2024-06-19,"Nuts, Orange",89,2024-08-18,Buy 1 Get 1
2024-06-20,"Herbal Leaves, Cheese",467,2024-07-20,5% Off
2024-06-21,Coffee Beans,161,2024-07-21,10% Off
2024-06-22,Orange,399,2024-06-29,5% Off
2024-06-23,Herbal Leaves,165,2024-07-23,New Year Sale
2024-06-24,Butter,377,2024-07-08,Bundle Deal
2024-06-25,Berries,215,2024-07-02,50% Off Clearance
2024-06-26,"Cinnamon, Ice Cream",455,2024-07-26,Flash Sale
2024-06-27,"Coffee Beans, Mint, Lemon",228,2024-07-27,Flash Sale
2024-06-28,Cardamom,379,2024-07-28,10% Off
2024-06-29,"Cheese, Fruits, Butter",155,2024-07-13,5% Off
2024-06-30,"Ice Cream, Brownie, Cinnamon, Vegetables",460,2024-07-30,Loyalty Discount
2024-07-01,Spices,217,2024-08-30,Flash Sale
2024-07-02,"Lemon, Coffee Beans, Brownie",295,2024-08-01,50% Off Clearance
2024-07-03,"Cream, Berries, Ice Cream",275,2024-08-02,50% Off Clearance
2024-07-04,"Lemon, Cream, Spices",287,2024-09-02,5% Off
2024-07-05,"Sugar, Fruits",179,2024-09-03,5% Off
2024-07-06,"Eggs, Tortilla",155,2024-07-21,Buy 1 Get 1
2024-07-07,Coffee Beans,223,2024-08-06,5% Off
2024-07-08,Eggs,247,2024-07-22,50% Off Clearance
2024-07-09,"Brownie, Mint, Milk, Berries",77,2024-07-19,5% Off
2024-07-10,"Nuts, Orange, Pasta Sauce",170,2024-09-08,Loyalty Discount
2024-07-11,Nuts,174,2024-09-09,10% Off
2024-07-12,"Butter, Beans, Lemon, Vanilla",229,2024-09-10,Seasonal Offer
2024-07-13,"Butter, Green Tea, Brownie",471,2024-08-12,50% Off Clearance
2024-07-14,"Cardamom, Beans, Herbal Leaves",308,2024-08-13,50% Off Clearance
2024-07-15,"Almond Milk, Flour, Sugar, Spices",455,2024-09-13,Free Shipping
2024-07-16,"Spices, Cheese, Fruits, Tortilla",403,2024-09-14,Bundle Deal
2024-07-17,Coffee Beans,455,2024-08-16,5% Off
2024-07-18,"Orange, Chocolate",387,2024-09-16,Flash Sale
2024-07-19,"Cream, Tea",203,2024-08-18,10% Off
2024-07-20,Cinnamon,365,2024-08-19,Loyalty Discount
2024-07-21,"Butter, Ice Cream",196,2024-08-20,5% Off
2024-07-22,"Sugar, Beans, Vegetables",426,2024-09-20,Free Shipping
2024-07-23,"Berries, Fruits",280,2024-07-30,New Year Sale
2024-07-24,"Cream, Lemon, Herbal Leaves",151,2024-08-23,Loyalty Discount
2024-07-25,"Lemon, Almond Milk, Coffee Beans",258,2024-08-24,Buy 1 Get 1
2024-07-26,"Green Tea, Berries, Orange",83,2024-08-25,Free Shipping
2024-07-27,"Spices, Pasta Sauce",485,2024-09-25,Buy 1 Get 1
2024-07-28,"Spices, Fruits, Coffee Beans",372,2024-09-26,Free Shipping
2024-07-29,"Lemon, Cardamom",279,2024-08-28,New Year Sale
2024-07-30,"Herbal Leaves, Spices",192,2024-09-28,Flash Sale
2024-07-31,"Vanilla, Coffee Beans",255,2024-09-29,Seasonal Offer
2024-08-01,"Vegetables, Brownie",452,2024-08-11,10% Off
2024-08-02,Fruits,421,2024-08-09,10% Off
2024-08-03,"Cream, Milk, Almond Milk",236,2024-08-17,Seasonal Offer
2024-08-04,"Almond Milk, Mint, Nuts, Ice Cream",317,2024-10-03,Flash Sale
2024-08-05,"Cream, Chocolate",243,2024-10-04,Buy 1 Get 1
2024-08-06,"Berries, Fruits, Beans, Butter",306,2024-09-05,New Year Sale
2024-08-07,Brownie,117,2024-08-17,New Year Sale
2024-08-08,"Cream, Flour, Spices",250,2024-10-07,New Year Sale
2024-08-09,"Cream, Chocolate, Milk",473,2024-10-08,50% Off Clearance
2024-08-10,"Tomato Sauce, Ice Cream, Beans",268,2024-09-09,New Year Sale
2024-08-11,"Orange, Lemon",492,2024-08-18,Buy 1 Get 1
2024-08-12,"Brownie, Cheese",341,2024-08-26,5% Off
2024-08-13,"Cream, Spices, Flour",489,2024-10-12,50% Off Clearance
2024-08-14,"Cream, Orange, Cheese, Herbal Leaves",162,2024-09-13,Loyalty Discount
2024-08-15,"Berries, Brownie, Vegetables",361,2024-08-25,10% Off
2024-08-16,"Fruits, Tomato Sauce, Mint",203,2024-09-15,New Year Sale
2024-08-17,"Brownie, Orange, Chocolate",91,2024-10-16,New Year Sale
2024-08-18,"Tortilla, Butter",269,2024-09-02,10% Off
2024-08-19,"Milk, Coffee Beans, Pineapple, Cardamom",168,2024-09-18,New Year Sale
2024-08-20,Tea,448,2024-09-19,5% Off
2024-08-21,Pasta Sauce,188,2024-09-20,Seasonal Offer
2024-08-22,"Coffee Beans, Brownie",257,2024-09-21,New Year Sale
2024-08-23,"Cardamom, Nuts",128,2024-10-22,New Year Sale
2024-08-24,Lemon,154,2024-08-31,5% Off
2024-08-25,Vegetables,490,2024-09-01,50% Off Clearance
2024-08-26,"Beans, Pineapple, Tomato Sauce",122,2024-09-25,Flash Sale
2024-08-27,"Herbal Leaves, Cardamom, Beans",319,2024-09-26,Seasonal Offer
2024-08-28,"Berries, Cheese, Almond Milk, Vegetables",443,2024-09-11,50% Off Clearance
2024-08-29,Chocolate,378,2024-10-28,5% Off
2024-08-30,Tea,316,2024-09-29,10% Off
2024-08-31,"Spices, Tomato Sauce",456,2024-10-30,5% Off
2024-09-01,"Vanilla, Chocolate, Orange",77,2024-10-31,Seasonal Offer
2024-09-02,"Cardamom, Beans, Butter",384,2024-10-02,5% Off
2024-09-03,"Milk, Cardamom",468,2024-10-03,New Year Sale
2024-09-04,Flour,120,2024-11-03,10% Off
2024-09-05,"Vanilla, Vegetables",167,2024-11-04,Seasonal Offer
2024-09-06,"Tea, Brownie, Lemon",223,2024-10-06,50% Off Clearance
2024-09-07,"Nuts, Ice Cream",354,2024-11-06,Loyalty Discount
2024-09-08,"Eggs, Spices, Tea, Coffee Beans",319,2024-11-07,Bundle Deal
2024-09-09,Orange,324,2024-09-16,50% Off Clearance
2024-09-10,Brownie,246,2024-09-20,Seasonal Offer
2024-09-11,"Butter, Brownie, Ice Cream, Spices",315,2024-11-10,Loyalty Discount
2024-09-12,"Almond Milk, Cream, Orange",113,2024-09-26,Loyalty Discount
2024-09-13,"Cinnamon, Fruits, Butter",226,2024-10-13,Free Shipping
2024-09-14,"Butter, Brownie, Coffee Beans",464,2024-10-14,50% Off Clearance
2024-09-15,Nuts,53,2024-11-14,50% Off Clearance
2024-09-16,"Mint, Butter, Sugar",350,2024-11-15,Seasonal Offer
2024-09-17,Berries,168,2024-09-24,Seasonal Offer
2024-09-18,"Ice Cream, Tortilla",236,2024-10-18,Buy 1 Get 1
2024-09-19,"Tea, Butter",374,2024-10-19,5% Off
2024-09-20,"Tea, Chocolate, Cream",433,2024-11-19,Loyalty Discount
2024-09-21,Green Tea,338,2024-10-21,Flash Sale
2024-09-22,Herbal Leaves,77,2024-10-22,Bundle Deal
2024-09-23,Brownie,316,2024-10-03,5% Off
2024-09-24,Tortilla,120,2024-10-09,5% Off
2024-09-25,"Tea, Ice Cream",244,2024-10-25,Seasonal Offer
2024-09-26,"Berries, Cream, Herbal Leaves",435,2024-10-26,Flash Sale
2024-09-27,"Orange, Beans",456,2024-10-27,Loyalty Discount
2024-09-28,"Cream, Butter, Fruits, Sugar",355,2024-11-27,Buy 1 Get 1
2024-09-29,"Orange, Nuts, Lemon, Cinnamon",130,2024-11-28,50% Off Clearance
2024-09-30,"Nuts, Tortilla",258,2024-11-29,Free Shipping
2024-10-01,"Beans, Green Tea, Cheese, Flour",315,2024-11-30,New Year Sale
2024-10-02,"Chocolate, Beans, Eggs, Milk",224,2024-12-01,Free Shipping
2024-10-03,"Herbal Leaves, Vegetables, Beans",266,2024-11-02,Buy 1 Get 1
2024-10-04,"Berries, Butter, Mint, Cheese",128,2024-10-18,Flash Sale
2024-10-05,"Pineapple, Sugar, Flour",330,2024-12-04,10% Off
2024-10-06,"Milk, Green Tea, Butter",211,2024-11-05,Seasonal Offer
2024-10-07,"Spices, Vegetables, Eggs, Orange",297,2024-12-06,5% Off
2024-10-08,"Beans, Sugar",479,2024-12-07,Seasonal Offer
2024-10-09,"Orange, Vegetables, Pasta Sauce, Spices",243,2024-12-08,Seasonal Offer
2024-10-10,"Orange, Tortilla, Vanilla, Almond Milk",484,2024-12-09,Loyalty Discount
2024-10-11,"Tea, Butter",342,2024-11-10,5% Off
2024-10-12,Beans,479,2024-11-11,Free Shipping
2024-10-13,Vegetables,481,2024-10-20,Buy 1 Get 1
2024-10-14,"Cinnamon, Coffee Beans, Tomato Sauce, Ice Cream",70,2024-11-13,Bundle Deal
2024-10-15,"Milk, Eggs, Pineapple, Mint",480,2024-10-29,10% Off
2024-10-16,Tea,137,2024-11-15,5% Off
2024-10-17,Coffee Beans,317,2024-11-16,Loyalty Discount
2024-10-18,"Tea, Chocolate",174,2024-12-17,Seasonal Offer
2024-10-19,Pasta Sauce,309,2024-11-18,New Year Sale
2024-10-20,"Flour, Spices, Nuts, Eggs",139,2024-12-19,Bundle Deal
2024-10-21,Cheese,429,2024-11-04,Seasonal Offer
2024-10-22,"Spices, Eggs",409,2024-12-21,Flash Sale
2024-10-23,"Butter, Mint, Chocolate",322,2024-12-22,Flash Sale
2024-10-24,Cream,482,2024-10-31,Buy 1 Get 1
2024-10-25,Green Tea,467,2024-11-24,50% Off Clearance
2024-10-26,Orange,308,2024-11-02,Buy 1 Get 1
2024-10-27,"Tomato Sauce, Milk, Cream, Fruits",489,2024-11-26,Loyalty Discount
2024-10-28,"Butter, Cinnamon",119,2024-11-27,10% Off
2024-10-29,"Cheese, Cardamom, Pasta Sauce, Butter",470,2024-11-28,Bundle Deal
2024-10-30,"Cream, Eggs",217,2024-11-13,Buy 1 Get 1
2024-10-31,"Herbal Leaves, Tortilla, Ice Cream, Milk",76,2024-11-30,Flash Sale
2024-11-01,"Brownie, Cheese",214,2024-11-15,50% Off Clearance
2024-11-02,"Butter, Pasta Sauce, Mint, Coffee Beans",157,2024-12-02,New Year Sale
2024-11-03,"Almond Milk, Beans",496,2024-12-03,Bundle Deal
2024-11-04,Herbal Leaves,444,2024-12-04,Loyalty Discount
2024-11-05,"Ice Cream, Chocolate, Butter",470,2025-01-04,Buy 1 Get 1
2024-11-06,"Herbal Leaves, Green Tea, Orange",278,2024-12-06,10% Off
2024-11-07,Almond Milk,100,2024-11-21,Free Shipping
2024-11-08,"Sugar, Fruits, Vegetables",352,2025-01-07,Loyalty Discount
2024-11-09,"Milk, Flour, Nuts, Eggs",172,2025-01-08,5% Off
2024-11-10,Nuts,418,2025-01-09,Loyalty Discount
2024-11-11,Butter,240,2024-11-25,Loyalty Discount
2024-11-12,"Pineapple, Pasta Sauce, Tomato Sauce, Butter",69,2024-12-12,5% Off
2024-11-13,Vegetables,424,2024-11-20,Free Shipping
2024-11-14,"Berries, Coffee Beans, Tortilla, Vegetables",231,2024-12-14,Buy 1 Get 1
2024-11-15,"Green Tea, Milk",278,2024-12-15,10% Off
2024-11-16,"Milk, Sugar, Eggs, Mint",77,2025-01-15,Seasonal Offer
2024-11-17,"Berries, Butter, Pasta Sauce",193,2024-12-17,Loyalty Discount
2024-11-18,"Milk, Butter",133,2024-12-02,5% Off
2024-11-19,"Cardamom, Berries",76,2024-12-19,Free Shipping
2024-11-20,"Cheese, Berries",348,2024-12-04,Loyalty Discount
2024-11-21,Cinnamon,135,2024-12-21,10% Off
2024-11-22,"Tortilla, Green Tea",95,2024-12-22,Flash Sale
2024-11-23,"Cardamom, Cheese",387,2024-12-23,Loyalty Discount
2024-11-24,"Coffee Beans, Spices",257,2025-01-23,Seasonal Offer
2024-11-25,Milk,407,2024-12-02,Free Shipping
2024-11-26,"Lemon, Fruits, Nuts",300,2025-01-25,New Year Sale
2024-11-27,"Spices, Flour",368,2025-01-26,50% Off Clearance
2024-11-28,Spices,326,2025-01-27,Loyalty Discount
2024-11-29,"Milk, Tomato Sauce",72,2024-12-29,50% Off Clearance
2024-11-30,"Pasta Sauce, Almond Milk, Fruits",404,2024-12-30,Loyalty Discount
2024-12-01,"Eggs, Milk",63,2024-12-15,New Year Sale
2024-12-02,"Lemon, Spices, Berries, Tortilla",464,2025-01-31,Loyalty Discount
2024-12-03,"Pasta Sauce, Pineapple",437,2025-01-02,5% Off
2024-12-04,"Beans, Cream",284,2025-01-03,50% Off Clearance
2024-12-05,"Spices, Milk, Tea, Cheese",399,2025-02-03,New Year Sale
2024-12-06,"Tomato Sauce, Orange, Tortilla",325,2025-01-05,New Year Sale
2024-12-07,"Vegetables, Vanilla",124,2025-02-05,Bundle Deal
2024-12-08,"Cardamom, Chocolate, Tea",279,2025-02-06,Free Shipping
2024-12-09,"Almond Milk, Tomato Sauce",65,2025-01-08,Buy 1 Get 1
2024-12-10,"Milk, Nuts, Lemon",237,2025-02-08,Free Shipping
2024-12-11,"Herbal Leaves, Tea",440,2025-01-10,Flash Sale
2024-12-12,"Almond Milk, Vanilla, Tea, Cinnamon",225,2025-02-10,Free Shipping
2024-12-13,"Cardamom, Ice Cream, Pineapple",342,2025-01-12,Buy 1 Get 1
2024-12-14,"Tea, Vegetables, Butter, Green Tea",499,2025-01-13,Loyalty Discount
2024-12-15,"Beans, Fruits",452,2025-01-14,Free Shipping
2024-12-16,"Vanilla, Almond Milk, Tortilla, Coffee Beans",400,2025-02-14,10% Off
2024-12-17,Tea,178,2025-01-16,Flash Sale
2024-12-18,Beans,354,2025-01-17,10% Off
2024-12-19,"Berries, Nuts, Spices, Ice Cream",115,2025-02-17,Bundle Deal
2024-12-20,Herbal Leaves,338,2025-01-19,Loyalty Discount
2024-12-21,"Sugar, Tortilla",126,2025-02-19,New Year Sale
2024-12-22,"Vanilla, Sugar, Mint, Tortilla",374,2025-02-20,Bundle Deal
2024-12-23,"Almond Milk, Cinnamon",107,2025-01-22,New Year Sale
2024-12-24,Cardamom,111,2025-01-23,Loyalty Discount
2024-12-25,"Lemon, Orange, Cardamom, Berries",101,2025-01-24,Bundle Deal
2024-12-26,"Flour, Ice Cream",174,2025-02-24,10% Off
2024-12-27,"Almond Milk, Herbal Leaves",89,2025-01-26,10% Off
2024-12-28,Butter,163,2025-01-11,Free Shipping
2024-12-29,"Cheese, Sugar, Pineapple, Herbal Leaves",401,2025-02-27,Seasonal Offer
2024-12-30,"Beans, Coffee Beans, Nuts",242,2025-02-28,5% Off
2024-01-01,"Fruits, Flour",271,2024-03-01,5% Off
2024-01-02,"Berries, Cardamom, Pineapple, Tomato Sauce",152,2024-02-01,Loyalty Discount
2024-01-03,"Butter, Brownie",497,2024-01-17,50% Off Clearance
2024-01-04,"Tortilla, Nuts",208,2024-03-04,50% Off Clearance
2024-01-05,"Flour, Tomato Sauce, Orange",307,2024-03-05,Free Shipping
2024-01-06,"Spices, Vegetables, Beans, Tea",436,2024-03-06,50% Off Clearance
2024-01-07,Milk,66,2024-01-14,10% Off
2024-01-08,"Vanilla, Tea",388,2024-03-08,Loyalty Discount
2024-01-09,Tomato Sauce,328,2024-02-08,Bundle Deal
2024-01-10,"Chocolate, Nuts",483,2024-03-10,10% Off
2024-01-11,Cream,477,2024-01-18,50% Off Clearance
2024-01-12,"Tortilla, Fruits, Almond Milk",131,2024-01-27,Flash Sale
2024-01-13,"Pineapple, Green Tea, Spices, Tea",134,2024-03-13,50% Off Clearance
2024-01-14,"Pineapple, Ice Cream, Cardamom, Orange",413,2024-02-13,Bundle Deal
2024-01-15,"Fruits, Tomato Sauce",377,2024-02-14,5% Off
2024-01-16,"Spices, Chocolate, Cardamom, Tomato Sauce",395,2024-03-16,Flash Sale
2024-01-17,Almond Milk,252,2024-01-31,New Year Sale
2024-01-18,"Chocolate, Sugar, Flour, Brownie",148,2024-03-18,Buy 1 Get 1
2024-01-19,"Herbal Leaves, Cheese, Cinnamon",153,2024-02-18,Bundle Deal
2024-01-20,"Tomato Sauce, Nuts, Lemon",198,2024-03-20,10% Off
2024-01-21,"Pasta Sauce, Vegetables",211,2024-02-20,New Year Sale
2024-01-22,Butter,128,2024-02-05,Seasonal Offer
2024-01-23,"Almond Milk, Fruits, Sugar, Herbal Leaves",234,2024-03-23,Free Shipping
2024-01-24,"Milk, Berries, Beans, Tea",287,2024-02-23,Buy 1 Get 1
2024-01-25,"Cheese, Orange, Herbal Leaves, Tortilla",213,2024-02-24,5% Off
2024-01-26,"Almond Milk, Mint, Eggs",356,2024-02-09,Seasonal Offer
2024-01-27,"Tea, Spices",338,2024-03-27,Buy 1 Get 1
2024-01-28,"Cinnamon, Cheese, Coffee Beans, Tomato Sauce",110,2024-02-27,Bundle Deal
